"Prod_Id";"Prod_Descripcion";"Prod_ProvId";"Prov_Nombre"
"2280";"MERCURIO HALOGENADO DOBLE CONTACTO 70W";"40";"ETA ELECTRO S.A."
"2281";"MEZCLADORA BAW 160 W OVOIDAL E27 220 V";"40";"ETA ELECTRO S.A."
"2282";"MEZCLADORA BAW 250 W OVOIDAL E27 220 V";"40";"ETA ELECTRO S.A."
"2283";"MEZCLADORA BAW 250 W OVOIDAL E40 220 V";"40";"ETA ELECTRO S.A."
"2284";"MONOVOLUMEN MINI BI PIN 12V 20W PLATIL";"1";"180º ILUMINACION - HLC SRL"
"2285";"OJO DE BUEY REDONDO 15 MM 220 V - ROJO";"52";"INDUSTRIAS SUR S.R.L."
"2286";"OVAL TORTUGA DE ALUMINIO GRANDE";"7";"ARTELUM S.A."
"2287";"PERFORADORA DE PIE 16 MM - DOWEN PAGIO";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2288";"PERFUME SATINADA MIGNON 15 W - PHILIPS";"108";"VOLTIO DE EL ARO SRL"
"2289";"PERFUME SATINADA MIGNON 25 W - PHILIPS";"108";"VOLTIO DE EL ARO SRL"
"2290";"PINZA UNIVERSAL 10 "" 254 MM - CROSSMAN";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2291";"PLUS TORTUGA DE ALUMINIO GRANDE";"7";"ARTELUM S.A."
"2292";"PORTALAMPARA VELA MADERA MIGNON 6.5 CM";"70";"METALURGICA SAN MIGUEL"
"2293";"PRESERVADOR CURADOR SOLVENTE 10 LITROS";"64";"MADERIN"
"2294";"PRESERVADOR CURADOR SOLVENTE 18 LITROS";"64";"MADERIN"
"2295";"PROTECTOR DE SOBRE TENSION P/TELEFONOS";"15";"CAMBRE I.C.Y F.S.A."
"2296";"PROTECTOR P / MADERA TBM 40 100 LITROS";"64";"MADERIN"
"2297";"PROTECTOR P / MADERA TBM 40 200 LITROS";"64";"MADERIN"
"2298";"PROTECTOR PARA RAYOS O DESCARGA ELECT.";"15";"CAMBRE I.C.Y F.S.A."
"2299";"PROYECTOR METALIZ. P/BOXER - FOX 18 W-";"7";"ARTELUM S.A."
"2300";"PROYECTOR METALIZ. P/BOXER - FOX 36 W-";"7";"ARTELUM S.A."
"2301";"PROYECTOR TACHO E27 MASTERCOLOUR CDM-R";"1";"180º ILUMINACION - HLC SRL"
"2302";"PULSADOR MINI ( NORMAL CERRADO ) NEGRO";"45";"GB INGENIERIA ELECTRONICA"
"2303";"PULSADOR MODULO SIGLO X X I I - CAMBRE";"15";"CAMBRE I.C.Y F.S.A."
"2304";"PUNTERA PLANA ROKER 18MM X 21MM";"92";"SANTIAGO BERTONCELLO"
"2305";"PUNTERA PLANA ROKER 20MM X 10MM";"92";"SANTIAGO BERTONCELLO"
"2306";"PUNTERA PLANA ROKER 20MM X 10MM";"92";"SANTIAGO BERTONCELLO"
"2307";"PUNTERA PLANA ROKER 40MM X 16MM";"92";"SANTIAGO BERTONCELLO"
"2308";"PUNTERA PLANA ROKER 40MM X 30MM";"92";"SANTIAGO BERTONCELLO"
"2309";"PUNTO JELUZ UNIPOLAR 220 V 10 A BLANCO";"57";"JELUZ S.A.C.I.F.I.A."
"2310";"PUNTO JELUZ UNIPOLAR 220 V 10 A MARFIL";"57";"JELUZ S.A.C.I.F.I.A."
"2311";"QUADRA EMBUTIDO CUADRADO G5.3";"7";"ARTELUM S.A."
"2313";"ROKER CAJA P/ TERMICA 16 BOCAS EMBUTIR";"92";"SANTIAGO BERTONCELLO"
"2314";"ROKER CAJA P/ TERMICA 22 BOCAS EMBUTIR";"92";"SANTIAGO BERTONCELLO"
"2315";"ROKER CAJA P/ TERMICA 28 BOCAS EMBUTIR";"92";"SANTIAGO BERTONCELLO"
"2316";"ROTULA P / UNION EN ""T"" P/ BOXER - FOX";"7";"ARTELUM S.A."
"2317";"SIERRA INGLETADORA 255 M - DOWEN PAGIO";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2318";"SIRIA TORTUGA DE ALUMINIO CHICA";"7";"ARTELUM S.A."
"2319";"SIRIA TORTUGA DE ALUMINIO GRANDE";"7";"ARTELUM S.A."
"2320";"SPOT 1 LUZ ECONOMICO";"31";"DON BELL ILUMINACION SRL"
"2321";"SPOT 1 LUZ ECONOMICO";"31";"DON BELL ILUMINACION SRL"
"2322";"SPOT EMBUTIR C/MOVIMIENTO DICRO BLANCO";"31";"DON BELL ILUMINACION SRL"
"2323";"SPOT EMBUTIR C/MOVIMIENTO DICRO PLATIL";"31";"DON BELL ILUMINACION SRL"
"2324";"SPOT EMBUTIR S/MOVIMIENTO DICRO BLANCO";"31";"DON BELL ILUMINACION SRL"
"2325";"SPOT EMBUTIR S/MOVIMIENTO DICRO PLATIL";"31";"DON BELL ILUMINACION SRL"
"2326";"CARDANICO APLICAR AR111";"18";"CANDIL ILUMINACION"
"2327";"SUBTERRaNEO NORMALIZADO 3 X 25 + 16 MM";"21";"CECPLAS SUBTE"
"2328";"SUBTERRaNEO NORMALIZADO 3 X 35 + 16 MM";"21";"CECPLAS SUBTE"
"2329";"SUBTERRaNEO NORMALIZADO 3 X 50 + 25 MM";"21";"CECPLAS SUBTE"
"2330";"SUBTERRaNEO NORMALIZADO 3 X 70 + 35 MM";"21";"CECPLAS SUBTE"
"2331";"SUBTERRaNEO NORMALIZADO 3 X 95 + 50 MM";"21";"CECPLAS SUBTE"
"2332";"TAKO APLIQUE BIFOCAL C/ZOC.G9.ALUMINIO";"7";"ARTELUM S.A."
"2333";"TAPA JELUZ SOPORTE MODENA 5 X 10 CROMO";"57";"JELUZ S.A.C.I.F.I.A."
"2334";"TAPA CAMBRE 1 MODULO SIGLO 21 - CAMBRE";"15";"CAMBRE I.C.Y F.S.A."
"2335";"TAPA CIEGA RECTANGULAR 5X10 - MIG MAVI";"71";"MIG-MAVI"
"2336";"TAPA MIGNON 1 MODULO SIGLO XXII BLANCA";"15";"CAMBRE I.C.Y F.S.A."
"2337";"TAPA REGINA MIGNON PARA BASTIDOR 5 X 5 MARFIL";"57";"JELUZ S.A.C.I.F.I.A."
"2338";"TEL-DRY T4 AGUJA 6X2.1/4 ESTUCHE X 200";"20";"CBA DISTRIBUICIONES S.R.L."
"2339";"TERMICA MERLIN GERIN BIPOLAR 40 A";"102";"TRANSPORTE ALTAMIRANO"
"2340";"TERMICA MERLIN GERIN BIPOLAR 50 - 63 A";"102";"TRANSPORTE ALTAMIRANO"
"2341";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2342";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2343";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2344";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2345";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2346";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2347";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2348";"TERMICA SIEMENS BIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2349";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2350";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2351";"TERMINAL LATON PALA HEMBRA Nº 224 5 MM";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2352";"TIRA LED FLEXIBLE 5 MTS. RGB IP65 120º";"52";"INDUSTRIAS SUR S.R.L."
"2353";"TOMA CAMBRE BIPOLAR "" DOBLE "" - CAMBRE";"15";"CAMBRE I.C.Y F.S.A."
"2354";"TORTUGA OVAL - ALUMINIO- 100 W C/ REJA";"16";"CAMIMPORT S.R.L."
"2355";"TORTUGA OVAL - ALUMINIO- 100 W S/ REJA";"16";"CAMIMPORT S.R.L."
"2356";"TORTUGA RECTANGULAR CON VICERA";"18";"CANDIL ILUMINACION"
"2357";"TORTUGA RECTANGULAR CON VISERA";"18";"CANDIL ILUMINACION"
"2358";"TRANSFORMADOR MECANICO DICRO 12 V 20 W";"101";"TRANS SRL"
"2359";"TRANSFORMADOR MECANICO DICRO 12 V 50 W";"101";"TRANS SRL"
"2360";"TURBINA 220V 3"" CON RULEMAN (80*80*25)";"52";"INDUSTRIAS SUR S.R.L."
"2361";"VOLTIMETRO ANALOGICO BAW 300VCA CL 1.5";"40";"ETA ELECTRO S.A."
"2362";"VOLTIMETRO ANALOGICO BAW 500VCA CL 1.5";"40";"ETA ELECTRO S.A."
"2363";"ZOCALO TIPO NEMA CON ESCUADRA FIJACION";"40";"ETA ELECTRO S.A."
"2364";"ABRAZADERA P/ CAÑO PILAR PKD - 30 - LCT";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2365";"ACUATIC REPUESTO GANCHO METaLICO X UNID";"7";"ARTELUM S.A."
"2366";"ACUATIC REPUESTO GANCHO PLaSTICO X UNID";"7";"ARTELUM S.A."
"2367";"ADAPTADOR TV ""F"" MACHO ROSCA A JACK PAL";"45";"GB INGENIERIA ELECTRONICA"
"2368";"AEROSOL KRYLON 3 EN 1 - 284 GR - BLANCO";"89";"RADIO NORTE"
"2369";"AEROSOL KRYLON FLUOR NARANJA - 235 GR -";"89";"RADIO NORTE"
"2370";"AEROSOL KRYLON PLASTICO ROJO - 235 GR -";"89";"RADIO NORTE"
"2371";"ALLEGRO CABEZAL BIPIN GY6.35";"18";"CANDIL ILUMINACION"
"2372";"AMOLADORA DE BANCO 150 MM - DOWEN PAGIO";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2373";"AMPLIFICADOR DE POTENCIA RGB 12V (2955)";"52";"INDUSTRIAS SUR S.R.L."
"2374";"APLIQUE CONO VIDRIO SATINADO 1 LUZ GRIS";"13";"BRENGIS S.R.L."
"2375";"APLIQUE MEDIA LUNA 2 LUCES - ELECTROMAR";"36";"ELECTROMAR SRL"
"2376";"APLIQUE MEDIA LUNA 3 LUCES - ELECTROMAR";"36";"ELECTROMAR SRL"
"2377";"APLIQUE MINI PRISMA UNIDIRECCIONAL GU10 NEGRO";"1";"180º ILUMINACION - HLC SRL"
"2378";"APPLE COLGANTE OPAL SAT Ø 200 MM.";"27";"DABOR ILUMINACION DE MYZ SRL"
"2379";"BAJO CONSUMO BAW ESPIRALADA";"40";"ETA ELECTRO S.A."
"2380";"BAJO CONSUMO BAW ESPIRALADA";"40";"ETA ELECTRO S.A."
"2381";"BAJO CONSUMO BAW ESPIRALADA";"40";"ETA ELECTRO S.A."
"2382";"BAJO CONSUMO ECOHOME VELA STICK";"108";"VOLTIO DE EL ARO SRL"
"2383";"BAJO CONSUMO PARA REFLECTOR R7S";"40";"ETA ELECTRO S.A."
"2384";"BALASTO/EQUIPO CAPSULADO EXTERIOR 150 W";"101";"TRANS SRL"
"2385";"BALASTO/EQUIPO CAPSULADO EXTERIOR 250 W";"101";"TRANS SRL"
"2386";"BALASTO/EQUIPO CAPSULADO EXTERIOR 400 W";"101";"TRANS SRL"
"2387";"BASE KALOP INDUSTRIAL 2 X 16 A + TIERRA";"202";"ENCANTA SA"
"2388";"BASTIDOR JELUZ 15081 MIGNON 5 X 5 JELUZ";"57";"JELUZ S.A.C.I.F.I.A."
"2389";"BATERIA 6 VOLT P/ LUZ DE EMERGENCIA GEL";"81";"NOVA ELECTRICITY S.A."
"2390";"BOBINA PARA CONTACTOR TM 220V CA BO-C01";"74";"MONTERO S.A."
"2391";"BOBINA P/CONTACTOR 32/38 TM 24V CA BO-C2";"74";"MONTERO S.A."
"2392";"BOBINA PARA CONTACTOR TM 380V CA BO-C01";"74";"MONTERO S.A."
"2393";"BOCA LLAVE CROSSMAN HEXAGONAL 1/2 32 MM";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2394";"BOCA LLAVES CROSSMAN HEXAGONAL 3/4 32MM";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2395";"BUBU SPOT 1 L C/ PINZA CONO METALICO";"27";"DABOR ILUMINACION DE MYZ SRL"
"2396";"CABEZAL G53 AR111 CONICO NEGROTEXTURADO";"1";"180º ILUMINACION - HLC SRL"
"2397";"CABLE DESNUDO DE 19 HILOS - 1 X";"51";"INDUSTRIAS MH S.R.L."
"2398";"CABLE DESNUDO DE 37 HILOS - 1 X";"51";"INDUSTRIAS MH S.R.L."
"2399";"CABLE DESNUDO DE 37 HILOS 1 X";"51";"INDUSTRIAS MH S.R.L."
"2400";"CABLE DESNUDO DE 61 HILOS 1 X";"51";"INDUSTRIAS MH S.R.L."
"2401";"INTERLOCK 2 PATAS CHATAS /HEMBRA 8";"85";"PINI GUILLERMO SRL"
"2402";"CABLE TV ARMADO M-PIN FINO / M-PIN FINO";"52";"INDUSTRIAS SUR S.R.L."
"2403";"CAÑO PILAR DOBLE AISLADO PESADO";"114";"ALEJANDRO VAZQUEZ"
"2404";"CEPILLO DE ALAMBRE ( DE MANO LATONADO )";"89";"RADIO NORTE"
"2405";"CHICOLETA BRONCE 3 / 8 "" CORTA ( 8 MM )";"70";"METALURGICA SAN MIGUEL"
"2406";"COLGANTE MORENA C/PANTALLA 9-15";"36";"ELECTROMAR SRL"
"2407";"CONTACTOR MONTERO 12 A MC1 - 12-10 E H5";"74";"MONTERO S.A."
"2408";"CONTACTOR MONTERO 16 A MC1 - 16-10 E H5";"74";"MONTERO S.A."
"2409";"CONTACTOR MONTERO 22 A MC1 22-10 E H5 (2020)";"74";"MONTERO S.A."
"2410";"CONTACTOR MONTERO 32 A MC1 - 16-10 E H5";"74";"MONTERO S.A."
"2411";"CONTACTOR MONTERO 38 A MC1 - 16-10 E H5";"74";"MONTERO S.A."
"2412";"CURVA ""T"" PLANA ROKER 14MM X 7MM MADERA";"92";"SANTIAGO BERTONCELLO"
"2413";"CURVA ""T"" PLANA ROKER 20MM X 10MM";"92";"SANTIAGO BERTONCELLO"
"2414";"CURVA 90º PLANA ROKER 14MM X 7MM";"92";"SANTIAGO BERTONCELLO"
"2415";"CURVA 90º PLANA ROKER 14MM X 7MM";"92";"SANTIAGO BERTONCELLO"
"2416";"CURVA 90º PLANA ROKER 20MM X 10MM";"92";"SANTIAGO BERTONCELLO"
"2417";"DESTELLO INHIBIDOR LAMPARA FLUORESCENTE";"57";"JELUZ S.A.C.I.F.I.A."
"2418";"DESTORNILLADOR PHILIPS 4360- 125 IRIMO AZUL";"89";"RADIO NORTE"
"2419";"DESTORNILLADOR PHILIPS 4380-150 IRIMO AZUL";"89";"RADIO NORTE"
"2420";"DIFUSOR CRISTAL P/ PRIMA / VEDETTE";"7";"ARTELUM S.A."
"2421";"DIFUSOR CRISTAL P/ PRIMA / VEDETTE";"7";"ARTELUM S.A."
"2422";"DIFUSOR CRISTAL P/ PRIMA / VEDETTE";"7";"ARTELUM S.A."
"2423";"DILUYENTE P/ CEMENTO DE CONTACTO 500 CC";"64";"MADERIN"
"2424";"DISCO CORTE O.A. 115X0.75X22.23 TYROLIT";"20";"CBA DISTRIBUICIONES S.R.L."
"2425";"DISYUNTOR DIFERENCIAL + TERMICA BAW";"40";"ETA ELECTRO S.A."
"2426";"DISYUNTOR DIFERENCIAL + TERMICA  BAW";"40";"ETA ELECTRO S.A."
"2427";"DISYUNTOR DIFERENCIAL + TERMICA  BAW";"40";"ETA ELECTRO S.A."
"2428";"DISYUNTOR DIFERENCIAL + TERMICA  BAW";"40";"ETA ELECTRO S.A."
"2429";"DISYUNTOR DIFERENCIAL + TERMICA BAW";"40";"ETA ELECTRO S.A."
"2430";"DISYUNTOR DIFERENCIAL + TERMICA BAW";"40";"ETA ELECTRO S.A."
"2431";"DULUX PLS 2 PINES 9 W BLANCO NEUTRO G23";"40";"ETA ELECTRO S.A."
"2432";"EMBUTIDO REDONDO G9 CON VIDRIO SATINADO";"1";"180º ILUMINACION - HLC SRL"
"2433";"ESMALTE SINTeTICO TRIPLE ACCION 1 LITRO";"96";"TECMYL S.A."
"2434";"ESMALTE SINTeTICO SECADO RAPIDO 1 LITRO";"96";"TECMYL S.A."
"2435";"FAROL 129 LINEA 100 COLGANTE 24X11 CM";"49";"ILUNOR "
"2436";"FAROL 132 LINEA 100 COLGANTE 29X14 CM";"49";"ILUNOR "
"2437";"FAROL 329 LINEA 300 COLGANTE 30X18 CM";"49";"ILUNOR "
"2438";"FAROL 429 LINEA 400 COLGANTE 33X14 CM";"49";"ILUNOR "
"2439";"FAROL 529 LINEA 500 COLGANTE 33X22 CM";"49";"ILUNOR "
"2440";"FAROL 532 LINEA 500 COLGANTE 40X30 CM";"49";"ILUNOR "
"2441";"FAROL 629 LINEA 600 COLGANTE 35X29 CM";"49";"ILUNOR "
"2442";"FAROL 632 LINEA 600 COLGANTE 55X35 CM";"49";"ILUNOR "
"2443";"FAROL 729 COLGANTE 41 X 21 CM";"49";"ILUNOR "
"2444";"FAROL 732  COLGANTE 47 X 28 CM";"49";"ILUNOR "
"2445";"FAROL 829 COLGANTE 42 X 31 CM";"49";"ILUNOR "
"2446";"FAROL 832 COLGANTE 50 X 28 CM";"49";"ILUNOR "
"2447";"FAROL 929 COLGANTE 36 X 17 CM";"49";"ILUNOR "
"2448";"FAROL 932  COLGANTE 44 X 20 CM";"49";"ILUNOR "
"2449";"FENIX REFLECTOR CUADRADO 2XE27 ALUMINIO";"7";"ARTELUM S.A."
"2450";"FICHA CONECTOR F MACHO C/ POLLERA RG 59";"52";"INDUSTRIAS SUR S.R.L."
"2451";"FUSIBLE ACR NT000 36A - 100KA";"40";"ETA ELECTRO S.A."
"2452";"FUSIBLE ACR NT000 63A - 100KA";"40";"ETA ELECTRO S.A."
"2453";"FUSIBLE ACR  NT000  80A - 100KA";"40";"ETA ELECTRO S.A."
"2454";"ICARD - LLAVE INTERRUPTORA DE SEGURIDAD";"15";"CAMBRE I.C.Y F.S.A."
"2455";"IGLU COLGANTE CRISTAL CON INTERIOR OPAL";"27";"DABOR ILUMINACION DE MYZ SRL"
"2456";"JULIA LINEA 1L. INCLUYE LAMPARAS. G9";"18";"CANDIL ILUMINACION"
"2457";"LAMPARA LED GU10 1.5W 220V 18 LED VERDE";"79";"NEVAR S.R.L."
"2458";"LAMPARA TABLERO DIBUJO CON LUPA Y MORZA";"58";"JOSE CAPOBIANCO S.R.L."
"2459";"LARA COLGANTE 6L C/TULIPA OPAL/SAT.E-14";"27";"DABOR ILUMINACION DE MYZ SRL"
"2460";"LINEA ANTIQUE APLIQUE 1 LUZ C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2461";"LINEA ANTIQUE ARAÑA 3 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2462";"LINEA ANTIQUE ARAÑA 4 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2463";"LINEA ANTIQUE ARAÑA 5 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2464";"LINEA ANTIQUE ARAÑA 6 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2465";"LINEA CLASSIC APLIQUE 1 LUZ C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2466";"LINEA CLASSIC ARAÑA 3 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2467";"LINEA CLASSIC ARAÑA 5 LUCES C/ CAIRELES";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2468";"LINEA ROMaNTICA APLIQUE 1 L ( CROMADO )";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2469";"LINEA ROMaNTICA APLIQUE 2 L ( CROMADO )";"25";"CIVAL ILUMINACION DE MARIO CIVALLERO"
"2470";"LINEA ARMADA SPOT 2 TOMACORRIENTES-SPOT";"71";"MIG-MAVI"
"2471";"LINEA ARMADA SPOT 3 TOMACORRIENTES-SPOT";"71";"MIG-MAVI"
"2472";"LLAVE COMBINADA ACODADAS 5 MM L : 85 MM";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2473";"LLAVE COMBINADA ACODADAS 6 MM L : 92 MM";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2474";"LLAVE COMBINADA ACODADAS 7 MM L : 96 MM";"100";"TRANS LICH DE IOMMI SIMON EZEQUIEL"
"2475";"LOUVER BLANCO P/ BOXER - FOX 36 W NEGRO";"7";"ARTELUM S.A."
"2476";"MEDIO PLAFON A 076 SAT / ROSA";"79";"NEVAR S.R.L."
"2477";"MINI-FOX APLIQUE DE PARED 1 X E27 NEGRO";"7";"ARTELUM S.A."
"2478";"MINI-TORTUGA NET REDONDA.  G9";"18";"CANDIL ILUMINACION"
"2479";"MINI-TORTUGA SUN REDONDA  G9";"18";"CANDIL ILUMINACION"
"2480";"OJO DE BUEY REDONDO 15 MM 220 V - AMBAR";"52";"INDUSTRIAS SUR S.R.L."
"2481";"OJO DE BUEY REDONDO 15 MM 220 V - VERDE";"52";"INDUSTRIAS SUR S.R.L."
"2482";"POOL COLGANTE 1 LUZ VIDRIO NARANJA E-27";"27";"DABOR ILUMINACION DE MYZ SRL"
"2483";"PROYECTOR 2 LAMP. BAJO CONSUMO E27 IP65";"9";"BAEL ILUMINACION S.A."
"2484";"REGULADOR VENTILADOR DE TECHO - ELEMENT";"5";"ANTHAY ELECTRONICA S.R.L."
"2485";"REX LaMPARA DE ESCRITORIO PLASTICO ROJA";"27";"DABOR ILUMINACION DE MYZ SRL"
"2486";"ROKER CAJA P/ TERMICA 16 BOCAS EXTERIOR";"92";"SANTIAGO BERTONCELLO"
"2487";"ROKER CAJA P/ TERMICA 22 BOCAS EXTERIOR";"92";"SANTIAGO BERTONCELLO"
"2488";"ROKER CAJA P/ TERMICA 28 BOCAS EXTERIOR";"92";"SANTIAGO BERTONCELLO"
"2489";"SIERRA COPA BIMETAL. ACERO RAPIDO 20 MM";"89";"RADIO NORTE"
"2490";"SIERRA COPA BIMETAL. ACERO RAPIDO 25 MM";"89";"RADIO NORTE"
"2491";"SIERRA COPA BIMETAL. ACERO RAPIDO 32 MM";"89";"RADIO NORTE"
"2492";"SIERRA COPA BIMETAL. ACERO RAPIDO 38 MM";"89";"RADIO NORTE"
"2493";"SIERRA COPA BIMETAL. ACERO RAPIDO 50 MM";"89";"RADIO NORTE"
"2494";"SIERRA COPA BIMETAL. ACERO RAPIDO 73 MM";"89";"RADIO NORTE"
"2495";"SIRIA TORTUGA DE ALUMINIO GRANDE";"7";"ARTELUM S.A."
"2496";"SOPORTE RIEL DIN 1 MODULO BARI - CIOCCA";"23";"CIOCCA PLAST SRL"
"2497";"CARDANICO EMPOTRAR  AR111";"18";"CANDIL ILUMINACION"
"2498";"SUBTERRaNEO NORMALIZADO 3 X 120 + 70 MM";"21";"CECPLAS SUBTE"
"2499";"SUBTERRaNEO NORMALIZADO 3 X 150 + 70 MM";"21";"CECPLAS SUBTE"
"2500";"SUBTERRaNEO NORMALIZADO 3 X 185 + 95 MM";"21";"CECPLAS SUBTE"
"2501";"TAPA JELUZ TAPA- BASTIDOR 5 X 10 BLANCO";"57";"JELUZ S.A.C.I.F.I.A."
"2502";"TAPA JELUZ TAPA- BASTIDOR 5 X 10 MARFIL";"57";"JELUZ S.A.C.I.F.I.A."
"2503";"TAPA REGINA JELUZ MIGNON NBO 5 X 5 AZUL MARINE";"57";"JELUZ S.A.C.I.F.I.A."
"2504";"TAPA JELUZ MIGNON NBO 5 X 5 VERDE URANO";"57";"JELUZ S.A.C.I.F.I.A."
"2505";"TAPA JELUZ RECTANGULAR NBO 10 X 5 NOGAL";"57";"JELUZ S.A.C.I.F.I.A."
"2506";"TAPA CAMBRE 4 MODULOS SIGLO 21 - CAMBRE";"15";"CAMBRE I.C.Y F.S.A."
"2507";"TAPA BASTIDOR STANDARD 10X5 SPOT BLANCA";"71";"MIG-MAVI"
"2508";"TAPA MIGNON 2 MODULOS SIGLO XXII BLANCA";"15";"CAMBRE I.C.Y F.S.A."
"2509";"TERMICA MERLIN GERIN TRIPOLAR 32 - 40 A";"102";"TRANSPORTE ALTAMIRANO"
"2510";"TERMICA MERLIN GERIN TRIPOLAR 50 - 63 A";"102";"TRANSPORTE ALTAMIRANO"
"2511";"TERMICA MERLIN GERIN UNIPOLAR 50 - 63 A";"102";"TRANSPORTE ALTAMIRANO"
"2512";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2513";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2514";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2515";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2516";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2517";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2518";"TERMICA SIEMENS TRIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2519";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2520";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2521";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2522";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2523";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2524";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2525";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2526";"TERMICA SIEMENS UNIPOLAR";"102";"TRANSPORTE ALTAMIRANO"
"2527";"TERMINAL LATON HORQUILLA Nº 1350 4.2 MM";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2528";"TERMINAL LATON HORQUILLA Nº 1360 3.3 MM";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2529";"TERMINAL LATON PALA MACHO Nº 705 2.8 MM";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2530";"TERMINAL LATON PALA MACHO Nº 790 6.3 MM";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2531";"TERMINAL DE COBRE ESTAÑADO 4 MM SCC 4/1";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2532";"TERMINAL DE COBRE ESTAÑADO 4 MM SCC 4/2";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2533";"TERMINAL DE COBRE ESTAÑADO 6 MM SCC 6/1";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2534";"TERMINAL DE COBRE ESTAÑADO 6 MM SCC 6/2";"61";"LA CASA DE LOS TERMINALES S.R.L."
"2535";"TESTER MULTIMETRO DIGITAL MODELO UT-20B";"40";"ETA ELECTRO S.A."
"2536";"TORTUGA OVAL - ALUMINIO- 60 W C/ VISERA";"16";"CAMIMPORT S.R.L."
"2537";"TORTUGA ALUMINIO MX11 C/ REJA";"79";"NEVAR S.R.L."
"2538";"TORTUGA ALUMINIO OVALADA CHICA CON REJA";"79";"NEVAR S.R.L."
"2539";"TORTUGA PLASTICA OVALADA GDE. C/ VIDRIO";"22";"CENTILUX S.R.L."
"2540";"TORTUGA POLIPROPILENO OVAL CON REJA E27";"1";"180º ILUMINACION - HLC SRL"
"2541";"TORTUGA RECTANGULAR C/ REJA";"18";"CANDIL ILUMINACION"
"2542";"TORTUGA RECTANGULAR S/ANILLOS";"18";"CANDIL ILUMINACION"
